nteammrpd_s	459.28	-977.28	21.60	0.0	limbo
3419909833	450.42	-944.40	30.19	90.0	mainhall
2684801972	450.42	-944.40	31.14	90.0	mainhall
3419909833	465.83	-959.60	30.19	-175.0	mainhall
2684801972	465.83	-959.60	31.14	-175.0	mainhall
4117486814	466.22	-959.62	30.54	90.0	mainhall
1439772435	471.65	-978.94	30.16	155.1	righthall
3491771040	464.48	-930.11	32.26	0.0	confer
3901268310	463.72	-930.64	32.83	0.0	confer
nteam_mrpd_lamp1	454.04	-936.85	36.42	0.0	officeleft
nteam_mrpd_lamp1	454.04	-938.53	36.42	0.0	officeleft
nteam_mrpd_lamp1	459.41	-938.53	36.42	0.0	officeleft
nteam_mrpd_lamp1	459.41	-936.85	36.42	0.0	officeleft
nteam_mrpd_lamp1	462.54	-938.53	36.42	0.0	officeleft
nteam_mrpd_lamp1	462.54	-936.85	36.42	0.0	officeleft
nteam_mrpd_lamp1	453.97	-973.40	36.29	0.0	officeright
nteam_mrpd_lamp1	453.97	-975.39	36.29	0.0	officeright
nteam_mrpd_lamp1	459.57	-975.39	36.29	0.0	officeright
nteam_mrpd_lamp1	462.89	-975.39	36.29	0.0	officeright
nteam_mrpd_lamp1	462.89	-973.40	36.29	0.0	officeright
fnteammrpdofficedesk	464.06	-936.13	33.24	-180.0	officeleft
fnteammrpdofficedesk	459.42	-936.18	33.24	-180.0	officeleft
nteam_mrpd_lamp1	467.41	-935.27	36.28	0.0	floor
nteam_mrpd_lamp1	473.16	-972.22	32.21	-90.0	righthall
nteam_mrpd_lamp1	473.16	-979.29	32.21	-90.0	righthall
nteam_mrpd_lamp1	473.16	-975.43	32.21	-90.0	righthall
2989425793	453.35	-976.49	31.15	90.0	armory
nteam_mrpd_lamp1	453.51	-978.36	32.32	90.0	armory
nteam_mrpd_lamp1	462.49	-978.40	32.32	90.0	armory
nteam_mrpd_lamp1	458.85	-978.41	32.32	90.0	armory
197124182	457.92	-937.82	34.09	155.0	officeleft
3297809923	458.35	-936.42	33.86	5.0	officeleft
4225570835	458.26	-937.58	34.09	175.0	officeleft
3492461490	457.82	-937.54	34.11	175.0	officeleft
4166953012	459.61	-938.18	34.06	150.0	officeleft
3893883483	459.32	-937.67	34.09	-145.0	officeleft
2786696397	459.66	-937.06	33.98	-95.0	officeleft
1879489993	459.58	-937.14	33.38	-95.0	officeleft
1879489993	459.58	-937.14	33.79	5.0	officeleft
1879489993	454.05	-936.50	33.38	-95.0	officeleft
1879489993	454.05	-936.50	33.79	5.0	officeleft
2786696397	454.12	-936.42	33.98	-95.0	officeleft
4166953012	454.08	-937.54	34.06	150.0	officeleft
3732065178	453.79	-937.03	34.09	-145.0	officeleft
4225570835	452.72	-936.93	34.09	175.0	officeleft
3492461490	452.28	-936.89	34.11	175.0	officeleft
197124182	452.38	-937.18	34.09	155.0	officeleft
3297809923	452.81	-935.66	33.86	5.0	officeleft
1879489993	464.22	-937.07	33.38	-95.0	officeleft
1879489993	464.22	-937.07	33.79	5.0	officeleft
2786696397	464.29	-936.99	33.98	-95.0	officeleft
4166953012	464.25	-938.11	34.06	150.0	officeleft
3732065178	463.96	-937.59	34.09	-145.0	officeleft
4225570835	462.90	-937.50	34.09	175.0	officeleft
3492461490	462.42	-937.33	34.11	175.0	officeleft
197124182	462.56	-937.75	34.09	155.0	officeleft
3297809923	462.99	-936.34	33.86	5.0	officeleft
3849558395	459.70	-936.57	33.98	-95.0	officeleft
4161278897	459.68	-936.83	34.05	-95.0	officeleft
4161278897	462.23	-937.44	34.16	175.0	officeleft
4161278897	454.10	-936.81	34.16	-145.0	officeleft
fntammrpdoffcab2	456.22	-935.04	33.27	-180.0	officeleft
fntammrpdoffcab2	457.44	-935.04	33.27	-180.0	officeleft
fntammrpdoffcab2	458.71	-935.04	33.29	-180.0	officeleft
fntammrpdoffcab3	463.23	-935.04	33.27	-180.0	officeleft
fntammrpdoffcab2	463.30	-935.04	33.28	-180.0	officeleft
fntammrpdoffcab3	455.62	-935.04	33.27	-180.0	officeleft
fntammrpdoffcab2	453.23	-935.04	33.29	-180.0	officeleft
fntammrpdoffcab2	451.99	-935.04	33.29	-180.0	officeleft
fntammrpdoffcab2	450.76	-935.04	33.29	-180.0	officeleft
fnteammprdcab1	451.02	-944.04	33.27	90.0	floor
342797216	460.25	-934.75	33.25	0.0	officeleft
1995042965	461.25	-934.75	33.25	0.0	officeleft
nteammrpdlobbyseat	453.90	-945.10	33.25	90.0	floor
nteammrpdlobbyseat	458.36	-945.10	33.25	90.0	floor
nteammrpdlobbyseat	457.49	-966.39	33.25	-90.0	floor
nteammrpdlobbyseat	452.58	-966.39	33.25	-90.0	floor
nteammrpdlobbyseat	470.81	-950.11	33.25	180.0	floor
nteammrpdlobbyseat	470.81	-953.65	33.25	180.0	floor
nteammrpdlobbyseat	470.81	-957.46	33.25	180.0	floor
nteammrpdlobbyseat	470.81	-960.60	33.25	180.0	floor
336917068	451.08	-944.75	33.25	90.0	floor
336917068	451.08	-941.14	33.25	90.0	floor
336917068	451.08	-966.90	33.25	90.0	floor
nteammrpdinfodispaly	468.56	-942.84	36.16	-90.0	floor
nteammrpdinfodispaly	468.56	-968.81	36.16	-90.0	floor
nteammrpdplate	466.58	-936.88	36.91	0.0	floor
nteammrpdplatetex15	466.58	-936.88	36.91	0.0	floor
nteammrpdplate	460.37	-940.46	36.91	0.0	floor
nteammrpdplatetex2	460.37	-940.46	36.91	0.0	floor
nteammrpdplate	453.06	-940.47	36.91	0.0	floor
nteammrpdplatetex1	453.06	-940.47	36.91	0.0	floor
nteammrpdplate	460.48	-971.21	36.91	180.0	floor
nteammrpdplatetex3	460.48	-971.21	36.91	180.0	floor
nteammrpdplate	453.25	-971.21	36.91	180.0	floor
nteammrpdplatetex4	453.25	-971.21	36.91	180.0	floor
nteammrpdplate	450.34	-969.99	36.91	90.0	floor
nteammrpdplatetex6	450.34	-969.99	36.91	90.0	floor
nteammrpdplatetex5	450.34	-968.20	36.91	90.0	floor
nteammrpdplate	450.34	-968.20	36.91	90.0	floor
nteammrpdplatetex19	466.71	-974.98	36.91	180.0	floor
nteammrpdplate	466.71	-974.98	36.91	180.0	floor
nteam_mrpd_lamp1	457.67	-942.00	36.37	90.0	floor
nteam_mrpd_lamp1	461.81	-941.90	36.36	90.0	floor
nteam_mrpd_lamp1	453.88	-941.97	36.37	90.0	floor
nteam_mrpd_lamp1	453.88	-967.90	36.37	90.0	floor
nteam_mrpd_lamp1	457.67	-967.94	36.37	90.0	floor
nteam_mrpd_lamp1	461.81	-967.84	36.36	90.0	floor
nteammrpdpicture5	471.27	-950.54	34.47	-90.0	floor
nteammrpdpicture6	471.27	-953.82	34.47	-90.0	floor
nteammrpdpicture7	471.27	-958.52	34.47	-90.0	floor
nteammrpdpicture8	471.27	-961.26	34.47	-90.0	floor
3630108248	470.81	-949.03	33.26	100.0	floor
3630108248	470.81	-962.74	33.26	-115.0	floor
fntammrpdrcyl1	465.40	-958.97	33.25	-90.0	floor
fntammrpdrcyl2	465.40	-952.69	33.25	-90.0	floor
fnteammprdcab1	465.48	-957.04	33.25	90.0	floor
3630108248	465.18	-953.77	33.26	180.0	floor
3630108248	465.18	-958.05	33.26	180.0	floor
nteammrpdtv	464.91	-955.90	34.89	90.0	floor
2057317573	470.44	-950.78	33.25	-90.0	floor
2057317573	470.44	-954.29	33.25	-90.0	floor
2057317573	470.44	-958.10	33.25	-90.0	floor
2057317573	470.44	-961.26	33.25	-90.0	floor
2057317573	470.44	-956.20	33.25	-90.0	floor
nteammrpdlobbyseat	470.81	-955.55	33.25	180.0	floor
3786866188	471.20	-956.26	36.06	-90.0	floor
2057317573	466.65	-937.58	33.25	0.0	floor
2057317573	466.65	-974.26	33.25	0.0	floor
nteam_mrpd_lamp1	467.07	-940.05	36.28	90.0	floor
nteam_mrpd_lamp1	467.07	-944.10	36.28	90.0	floor
nteam_mrpd_lamp1	467.07	-965.66	36.28	90.0	floor
nteam_mrpd_lamp1	467.07	-969.91	36.28	90.0	floor
nteam_mrpd_lamp1	467.07	-960.33	36.28	90.0	floor
nteam_mrpd_lamp1	467.07	-949.59	36.28	90.0	floor
nteam_mrpd_lamp1	467.07	-953.53	36.28	90.0	floor
nteam_mrpd_lamp1	467.07	-956.87	36.28	90.0	floor
nteam_mrpd_lamp1	469.67	-953.53	36.28	90.0	floor
nteam_mrpd_lamp1	469.67	-956.87	36.28	90.0	floor
1561304841	468.51	-941.66	33.25	-90.0	floor
1561304841	468.51	-943.97	33.25	-90.0	floor
1561304841	468.51	-969.90	33.25	-90.0	floor
1561304841	468.51	-967.59	33.25	-90.0	floor
nteammrpdexitsign	450.34	-956.64	32.71	90.0	mainhall
nteammrpdexitsign2	450.34	-955.24	32.71	90.0	mainhall
nteammrpdpicture9	450.41	-943.46	34.54	90.0	floor
nteammrpdpicture4	450.41	-942.34	34.54	90.0	floor
1099892058	468.99	-948.44	33.24	0.0	floor
1114264700	469.01	-963.40	34.19	180.0	floor
992069095	470.05	-963.40	34.19	180.0	floor
690372739	469.87	-948.44	33.24	0.0	floor
prop_off_chair_05	458.72	-940.06	33.31	-180.0	officeleft
prop_off_chair_05	456.82	-940.06	33.31	-180.0	officeleft
3753078215	457.82	-940.06	33.25	-180.0	officeleft
3963457514	458.00	-940.22	33.77	-180.0	officeleft
4177783155	456.09	-935.48	30.02	90.0	confer
3118505297	457.81	-940.00	33.72	135.0	officeleft
prop_off_chair_05	463.84	-940.06	33.31	-180.0	officeleft
3753078215	462.93	-940.06	33.25	90.0	officeleft
3118505297	462.87	-940.00	33.72	135.0	officeleft
3963457514	463.07	-940.22	33.75	-180.0	officeleft
prop_off_chair_05	461.86	-940.06	33.31	-180.0	officeleft
prop_off_chair_05	453.65	-938.06	33.31	-90.0	officeleft
prop_off_chair_05	451.47	-940.08	33.33	-180.0	officeleft
prop_off_chair_05	454.76	-940.08	33.33	-180.0	officeleft
336917068	455.56	-939.57	33.33	-180.0	officeleft
336917068	464.25	-939.16	33.33	-180.0	officeleft
336917068	450.85	-939.46	33.33	-180.0	officeleft
2057317573	452.22	-937.59	33.24	-180.0	officeleft
2057317573	452.22	-936.68	33.24	-180.0	officeleft
2057317573	453.94	-936.68	33.24	-180.0	officeleft
2057317573	453.94	-937.59	33.24	-180.0	officeleft
2057317573	457.86	-938.03	33.24	-180.0	officeleft
2057317573	457.86	-937.12	33.24	-180.0	officeleft
2057317573	459.58	-937.12	33.24	-180.0	officeleft
2057317573	459.58	-938.03	33.24	-180.0	officeleft
2057317573	461.93	-938.03	33.24	-180.0	officeleft
2057317573	461.93	-937.12	33.24	-180.0	officeleft
2057317573	463.65	-937.12	33.24	-180.0	officeleft
2057317573	463.65	-938.03	33.24	-180.0	officeleft
2057317573	453.10	-941.21	33.24	180.0	floor
2057317573	460.45	-941.21	33.24	180.0	floor
2057317573	460.45	-970.45	33.24	180.0	floor
2057317573	453.21	-970.45	33.24	180.0	floor
3786866188	460.93	-934.50	36.11	0.0	officeleft
3786866188	453.11	-934.50	36.14	0.0	officeleft
3786866188	459.93	-977.07	36.07	-180.0	officeright
3786866188	452.99	-977.07	36.07	-180.0	officeright
1573132612	460.80	-934.69	34.33	0.0	officeleft
1573132612	461.19	-934.69	34.33	0.0	officeleft
nteammrpdtv	450.43	-937.50	35.22	90.0	officeleft
nteammrpdtv	464.56	-936.90	35.35	-90.0	officeleft
nteammrpdtv	464.51	-974.40	35.27	-90.0	officeright
nteammrpdtv	450.42	-974.00	35.27	90.0	officeright
fnteammrpdofficedesk	461.36	-975.81	33.24	0.0	officeright
fnteammrpdofficedesk	452.16	-975.27	33.24	0.0	officeright
fnteammrpdofficedesk	457.48	-975.59	33.24	0.0	officeright
197124182	458.98	-973.95	34.09	-25.0	officeright
3297809923	458.55	-975.35	33.86	-175.0	officeright
4225570835	458.64	-974.19	34.09	-5.0	officeright
3492461490	459.08	-974.23	34.11	-5.0	officeright
4166953012	457.29	-973.59	34.06	-30.0	officeright
3893883483	457.57	-974.10	34.09	35.0	officeright
2786696397	457.24	-974.71	33.98	85.0	officeright
1879489993	457.31	-974.63	33.38	85.0	officeright
1879489993	457.31	-974.63	33.79	-175.0	officeright
1879489993	461.15	-974.87	33.38	85.0	officeright
1879489993	461.15	-974.87	33.79	-175.0	officeright
2786696397	461.08	-974.95	33.98	85.0	officeright
4166953012	461.12	-973.83	34.06	-30.0	officeright
3732065178	461.41	-974.35	34.09	35.0	officeright
4225570835	462.47	-974.44	34.09	-5.0	officeright
3492461490	462.98	-974.48	34.11	-5.0	officeright
197124182	462.81	-974.19	34.09	-25.0	officeright
3297809923	462.39	-975.71	33.86	-175.0	officeright
1879489993	451.96	-974.33	33.38	85.0	officeright
1879489993	451.96	-974.33	33.79	-175.0	officeright
2786696397	451.89	-974.41	33.98	85.0	officeright
4166953012	451.93	-973.29	34.06	-30.0	officeright
3732065178	452.22	-973.81	34.09	35.0	officeright
4225570835	453.29	-973.90	34.09	-5.0	officeright
3492461490	453.77	-974.07	34.11	-5.0	officeright
197124182	453.63	-973.65	34.09	-25.0	officeright
3297809923	453.19	-975.06	33.86	-175.0	officeright
3849558395	457.20	-975.20	33.98	85.0	officeright
4161278897	457.22	-974.94	34.05	85.0	officeright
4161278897	453.96	-973.96	34.16	-5.0	officeright
4161278897	461.10	-974.57	34.16	35.0	officeright
fntammrpdoffcab2	460.88	-976.73	33.27	0.0	officeright
fntammrpdoffcab2	459.11	-976.73	33.27	0.0	officeright
fntammrpdoffcab2	457.83	-976.73	33.27	0.0	officeright
fntammrpdoffcab3	451.77	-976.53	33.27	0.0	officeright
fntammrpdoffcab2	451.70	-976.53	33.28	0.0	officeright
fntammrpdoffcab3	460.93	-976.73	33.27	0.0	officeright
fntammrpdoffcab2	463.32	-976.73	33.29	0.0	officeright
fntammrpdoffcab2	464.55	-976.73	33.29	0.0	officeright
342797216	454.75	-976.82	33.25	-180.0	officeright
1995042965	453.75	-976.82	33.25	-180.0	officeright
prop_off_chair_05	457.06	-971.71	33.31	0.0	officeright
prop_off_chair_05	458.96	-971.71	33.31	0.0	officeright
3753078215	457.96	-971.71	33.25	0.0	officeright
3963457514	457.78	-971.55	33.76	0.0	officeright
3118505297	457.97	-971.77	33.72	-45.0	officeright
prop_off_chair_05	451.34	-971.71	33.31	0.0	officeright
3753078215	463.01	-971.71	33.25	0.0	officeright
3118505297	463.02	-971.77	33.72	-45.0	officeright
3963457514	462.83	-971.55	33.76	0.0	officeright
prop_off_chair_05	455.01	-971.71	33.31	0.0	officeright
prop_off_chair_05	463.27	-973.31	33.31	-90.0	officeright
prop_off_chair_05	463.92	-971.69	33.33	0.0	officeright
prop_off_chair_05	462.14	-971.69	33.33	0.0	officeright
336917068	456.39	-972.20	33.33	0.0	officeright
336917068	450.78	-972.09	33.33	0.0	officeright
336917068	464.39	-972.31	33.33	0.0	officeright
2057317573	462.98	-973.78	33.24	0.0	officeright
2057317573	462.98	-974.69	33.24	0.0	officeright
2057317573	461.26	-974.69	33.24	0.0	officeright
2057317573	461.26	-973.78	33.24	0.0	officeright
2057317573	459.03	-973.74	33.24	0.0	officeright
2057317573	459.03	-974.65	33.24	0.0	officeright
2057317573	457.31	-974.65	33.24	0.0	officeright
2057317573	457.31	-973.74	33.24	0.0	officeright
2057317573	454.25	-973.37	33.24	0.0	officeright
2057317573	454.25	-974.28	33.24	0.0	officeright
2057317573	452.53	-974.28	33.24	0.0	officeright
2057317573	452.53	-973.37	33.24	0.0	officeright
1573132612	453.73	-976.81	34.33	-180.0	officeright
1573132612	454.20	-976.81	34.33	-180.0	officeright
nteam_mrpd_lamp1	459.57	-973.41	36.29	0.0	officeright
342797216	455.37	-976.82	33.25	-180.0	officeright
nteammrpdpicture3	453.76	-977.14	34.61	-180.0	officeright
2057065924	462.59	-973.18	36.93	-180.0	officeright
2057065924	462.59	-974.82	36.93	-180.0	officeright
2057065924	458.16	-973.18	36.93	-180.0	officeright
2057065924	458.16	-974.82	36.93	-180.0	officeright
2057065924	459.77	-973.18	36.93	-180.0	officeright
2057065924	459.77	-974.82	36.93	-180.0	officeright
2057065924	461.00	-973.18	36.93	-180.0	officeright
2057065924	461.00	-974.82	36.93	-180.0	officeright
2057065924	454.30	-973.18	36.93	-180.0	officeright
2057065924	454.30	-974.82	36.93	-180.0	officeright
2057065924	451.85	-973.18	36.93	-180.0	officeright
2057065924	451.85	-974.82	36.93	-180.0	officeright
2057065924	453.23	-973.18	36.93	-180.0	officeright
2057065924	453.23	-974.82	36.93	-180.0	officeright
2057065924	452.01	-936.43	36.93	-180.0	officeleft
2057065924	452.01	-938.07	36.93	-180.0	officeleft
2057065924	454.30	-936.43	36.93	-180.0	officeleft
2057065924	454.30	-938.07	36.93	-180.0	officeleft
2057065924	453.21	-936.43	36.93	-180.0	officeleft
2057065924	453.21	-938.07	36.93	-180.0	officeleft
2057065924	457.84	-936.43	36.93	-180.0	officeleft
2057065924	457.84	-938.07	36.93	-180.0	officeleft
2057065924	462.90	-936.43	36.93	-180.0	officeleft
2057065924	462.90	-938.07	36.93	-180.0	officeleft
2057065924	459.42	-936.43	36.93	-180.0	officeleft
2057065924	459.42	-938.07	36.93	-180.0	officeleft
2057065924	460.70	-936.43	36.93	-180.0	officeleft
2057065924	460.70	-938.07	36.93	-180.0	officeleft
2057065924	467.53	-938.62	36.79	90.0	floor
2057065924	465.89	-938.62	36.79	90.0	floor
2057065924	465.89	-943.01	36.79	90.0	floor
2057065924	467.53	-943.01	36.79	90.0	floor
2057065924	465.89	-950.49	36.79	90.0	floor
2057065924	467.53	-950.49	36.79	90.0	floor
2057065924	465.89	-955.99	36.79	90.0	floor
2057065924	467.53	-955.99	36.79	90.0	floor
2057065924	465.89	-960.16	36.79	90.0	floor
2057065924	467.53	-960.16	36.79	90.0	floor
2057065924	465.89	-966.79	36.79	90.0	floor
2057065924	467.53	-966.79	36.79	90.0	floor
2057065924	465.89	-972.46	36.79	90.0	floor
2057065924	467.53	-972.46	36.79	90.0	floor
2057065924	468.77	-950.49	36.79	90.0	floor
2057065924	470.41	-950.49	36.79	90.0	floor
2057065924	470.34	-955.99	36.79	90.0	floor
2057065924	468.70	-955.99	36.79	90.0	floor
336917068	464.05	-945.10	33.25	90.0	floor
336917068	464.05	-966.39	33.25	90.0	floor
nteam_mrpd_presswall	477.84	-946.86	29.45	-90.0	press
4137142299	475.42	-946.62	32.42	-180.0	press
336917068	480.71	-944.48	29.45	-180.0	press
336917068	469.70	-944.48	29.45	-180.0	press
nteammrpdflag	480.54	-946.61	30.59	-180.0	press
nteammrpdflag	469.82	-946.73	30.59	-180.0	press
176137803	475.01	-944.80	30.38	5.0	press
1079430269	477.20	-944.64	30.44	0.0	press
1879489993	473.04	-944.45	30.38	5.0	press
2006600278	472.64	-944.76	30.37	0.0	press
2006600278	476.58	-944.76	30.37	0.0	press
2006600278	477.86	-944.65	30.37	0.0	press
4161278897	472.45	-944.76	30.44	180.0	press
2709734878	475.54	-944.81	30.37	65.0	press
1879489993	472.76	-935.52	30.15	5.0	press
2330564864	478.03	-944.58	30.49	-30.0	press
3849558395	473.52	-935.45	30.12	-180.0	press
3849558395	478.58	-935.45	30.16	-180.0	press
3849558395	471.99	-939.84	30.12	-180.0	press
3849558395	477.71	-937.52	30.15	-180.0	press
3118505297	478.77	-933.10	30.13	-180.0	press
3118505297	471.94	-933.10	30.13	-180.0	press
2006600278	477.86	-939.69	30.11	0.0	press
2006600278	472.46	-939.69	30.11	0.0	press
2006600278	473.25	-937.63	30.11	0.0	press
2006600278	473.25	-933.05	30.11	0.0	press
2006600278	476.85	-933.05	30.11	0.0	press
2006600278	478.10	-935.41	30.11	0.0	press
2904008868	473.57	-939.73	30.11	-175.0	press
2904008868	478.68	-937.59	30.11	-160.0	press
2904008868	471.78	-935.52	30.11	165.0	press
2904008868	472.41	-933.19	30.11	-165.0	press
921401054	478.40	-939.92	30.11	90.0	press
921401054	473.74	-937.64	30.11	100.0	press
921401054	476.82	-935.51	30.11	100.0	press
647955628	477.30	-933.05	30.16	0.0	press
647955628	472.06	-937.49	30.16	0.0	press
647955628	471.58	-932.99	30.16	0.0	press
647955628	477.96	-937.77	30.18	0.0	press
4161278897	473.50	-933.05	30.19	0.0	press
4161278897	478.08	-933.05	30.19	0.0	press
4161278897	478.23	-935.47	30.19	0.0	press
4161278897	472.23	-935.47	30.19	0.0	press
4161278897	472.23	-939.76	30.19	0.0	press
4161278897	476.87	-939.76	30.19	0.0	press
3679643572	477.16	-939.76	30.11	170.0	press
3679643572	472.54	-937.62	30.11	170.0	press
3679643572	477.35	-935.52	30.11	170.0	press
3319546270	476.93	-937.52	30.12	-105.0	press
3319546270	473.18	-935.43	30.12	-105.0	press
336917068	480.71	-939.84	29.25	-180.0	press
336917068	469.76	-939.84	29.25	-180.0	press
2057317573	479.56	-943.51	29.26	-180.0	press
2057317573	470.87	-943.51	29.26	-180.0	press
336917068	480.71	-929.10	29.25	-180.0	press
336917068	469.76	-929.10	29.25	-180.0	press
fnteammrpdwalldecor3	477.16	-938.56	32.60	-90.0	press
wnteammrpdlogohold	477.57	-940.67	32.67	90.0	press
wnteammrpdlogohold	477.55	-943.66	32.67	90.0	press
nteammrpdpicture5	480.95	-930.42	30.43	-90.0	press
nteammrpdpicture8	480.95	-938.62	30.43	-90.0	press
nteammrpdpicture7	480.95	-936.23	30.43	-90.0	press
nteammrpdpicture6	480.95	-932.66	30.43	-90.0	press
fntammrpdrcyl2	468.80	-945.90	29.25	90.0	lefthall
fntammrpdrcyl1	468.80	-946.79	29.26	90.0	lefthall
nteammrpdexitsign	466.48	-928.67	31.75	0.0	lefthall
nteammrpdexitsign2	467.47	-928.67	31.75	0.0	lefthall
nteammrpdexitsign2	464.90	-949.85	31.97	90.0	lefthall
nteammrpdexitsign	464.90	-950.84	31.97	90.0	lefthall
336917068	465.00	-929.32	29.26	90.0	lefthall
336917068	468.85	-929.32	29.26	90.0	lefthall
336917068	468.85	-951.45	29.26	90.0	lefthall
336917068	465.28	-951.45	29.26	90.0	lefthall
nteammrpdlobbyseat	464.91	-931.52	29.25	0.0	lefthall
nteammrpdlobbyseat	464.91	-933.57	29.25	0.0	lefthall
nteammrpdlobbyseat	464.91	-938.85	29.25	0.0	lefthall
nteammrpdlobbyseat	468.98	-930.25	29.25	180.0	lefthall
nteammrpdlobbyseat	468.98	-932.26	29.25	180.0	lefthall
nteammrpdlobbyseat	468.98	-937.56	29.25	180.0	lefthall
336917068	468.85	-939.63	29.26	90.0	lefthall
336917068	464.98	-939.63	29.26	90.0	lefthall
nteammrpdpicture9	464.73	-946.38	30.27	90.0	lefthall
nteammrpdplate	460.35	-940.12	32.78	0.0	mainhall
nteammrpdplatetex8	460.35	-940.12	32.78	0.0	mainhall
nteammrpdplate	469.35	-935.43	32.76	-90.0	lefthall
nteammrpdplate	469.25	-942.66	32.86	-90.0	lefthall
nteammrpdplate	464.59	-935.52	32.76	90.0	lefthall
nteammrpdplatetex7	469.25	-942.66	32.86	-90.0	lefthall
nteammrpdplatetex7	469.35	-935.43	32.76	-90.0	lefthall
nteammrpdplatetex8	464.59	-935.52	32.76	90.0	lefthall
nteammrpdinfodispaly	469.33	-930.09	32.10	90.0	press
4137142299	466.06	-932.55	32.24	90.0	lefthall
4137142299	466.06	-940.50	32.24	90.0	lefthall
4137142299	468.04	-940.50	32.24	90.0	lefthall
4137142299	468.04	-932.55	32.24	90.0	lefthall
4137142299	466.06	-947.82	32.24	90.0	lefthall
4137142299	468.04	-947.82	32.24	90.0	lefthall
1047203046	469.34	-960.53	30.40	90.0	righthall
3751277724	471.13	-974.45	30.45	-100.0	righthall
810212168	464.64	-957.11	30.21	95.0	mainhall
1030147405	469.74	-966.09	29.76	179.5	righthall
4077152047	472.22	-965.94	29.25	-180.0	righthall
4202003465	466.22	-959.62	30.74	180.0	mainhall
3698952063	477.50	-961.77	30.48	-89.9	righthall
146047662	469.38	-962.40	30.82	90.0	righthall
nteam_mrpd_keypadtablet	465.99	-959.83	30.60	0.0	righthall
3751277724	474.88	-976.21	30.44	-100.0	righthall
nteam_mrpd_keypadtablet	468.05	-951.73	30.63	180.0	lefthall
865150065	452.86	-985.94	29.23	90.0	righthall
nteam_mrpd_keypadtablet	468.25	-936.97	34.50	0.0	floor
nteam_mrpd_secscreen	472.77	-966.36	30.60	-180.0	righthall
fnteamdesk1	470.93	-966.30	29.24	-90.0	righthall
fnteamdesk1	472.40	-966.30	29.24	-90.0	righthall
fnteamdesk1	473.87	-966.30	29.24	-90.0	righthall
fnteamdesk1	475.33	-966.30	29.24	-90.0	righthall
nteam_mrpd_secscreen	471.67	-966.36	30.60	-180.0	righthall
nteam_mrpd_secscreen	474.55	-966.36	30.60	-180.0	righthall
nteam_mrpd_secscreen	475.69	-966.36	30.60	-180.0	righthall
nteam_mrpd_secscreenanim4	471.67	-966.36	30.60	-180.0	righthall
nteam_mrpd_secscreenanim2	472.77	-966.36	30.60	-180.0	righthall
nteam_mrpd_secscreenanim3	474.55	-966.36	30.60	-180.0	righthall
nteam_mrpd_secscreenanim1	475.69	-966.36	30.60	-180.0	righthall
nteam_mrpd_secscreenanim1	471.67	-966.24	31.30	-180.0	righthall
nteam_mrpd_secscreenanim3	472.77	-966.24	31.30	-180.0	righthall
nteam_mrpd_secscreenanim4	474.56	-966.24	31.30	-180.0	righthall
nteam_mrpd_secscreenanim3	475.70	-966.24	31.30	-180.0	righthall
4077152047	473.69	-965.94	29.25	-180.0	righthall
4077152047	475.14	-965.94	29.25	-180.0	righthall
1030147405	469.74	-966.09	30.77	179.5	righthall
1030147405	469.74	-966.09	31.80	179.5	righthall
1030147405	470.37	-966.09	29.76	179.5	righthall
1030147405	470.37	-966.09	30.77	179.5	righthall
1030147405	470.37	-966.09	31.80	179.5	righthall
1030147405	477.86	-964.76	29.76	-89.2	righthall
1030147405	477.86	-964.76	30.77	-89.2	righthall
1079430269	472.15	-966.01	30.19	-180.0	righthall
262335250	475.13	-966.01	30.19	-180.0	righthall
3789885335	473.65	-966.09	30.17	-180.0	righthall
2874647165	473.65	-966.09	30.29	-180.0	righthall
4253927144	473.80	-966.09	30.39	-180.0	righthall
4225570835	475.96	-965.86	30.10	-180.0	righthall
4225570835	474.50	-965.86	30.10	175.5	righthall
4225570835	473.03	-965.91	30.10	-175.9	righthall
4225570835	471.45	-965.86	30.10	175.5	righthall
3492461490	475.57	-965.86	30.11	-180.0	righthall
3492461490	474.13	-965.86	30.11	-180.0	righthall
3492461490	472.67	-965.86	30.11	-180.0	righthall
3492461490	471.10	-965.86	30.11	-180.0	righthall
3096623373	471.47	-964.72	29.28	7.8	righthall
3096623373	473.12	-964.50	29.28	-8.3	righthall
3096623373	475.84	-964.61	29.28	-0.4	righthall
3096623373	474.41	-965.15	29.28	7.1	righthall
fnteamdesk1	476.25	-959.98	29.24	90.8	righthall
fnteamdeskmonitors	475.31	-960.35	29.25	1.1	righthall
fnteamdesk1	474.78	-960.00	29.24	90.8	righthall
fnteamdeskmonitors	473.83	-960.37	29.25	1.1	righthall
fnteamdesk1	473.31	-960.02	29.24	90.8	righthall
fnteamdeskmonitors	472.33	-960.39	29.25	1.1	righthall
4225570835	472.33	-960.53	30.10	11.0	righthall
3492461490	472.67	-960.43	30.11	15.6	righthall
4225570835	473.99	-960.50	30.11	0.2	righthall
3492461490	474.35	-960.47	30.11	4.7	righthall
4225570835	475.46	-960.47	30.10	-8.4	righthall
3492461490	475.81	-960.49	30.11	-3.8	righthall
3096623373	475.73	-961.55	29.28	-173.7	righthall
3096623373	474.30	-961.20	29.28	-179.8	righthall
3096623373	472.77	-961.45	29.28	175.8	righthall
fntammrpdoffcab3	470.64	-960.48	29.27	179.5	righthall
